project_slug,project_name,market_cap_usd,price_usd,total_invested,funds_count,top_funds
parasail,Parasail,,,4000000.0000000005,12,"Fenbushi Capital ($333,333); Waterdrip Capital ($333,333); Foresight Ventures ($333,333); Protocol Labs ($333,333); MH Ventures ($333,333)"
recrd,RECRD,,,4000000.0,5,"Alphabit Digital Currency Fund ($800,000); DNA Fund ($800,000); Mitch Richmond ($800,000); Mitch Lowe ($800,000); Sui Foundation ($800,000)"
kintsu,Kintsu,,,4000000.000000001,11,"Reciprocal Ventures ($363,636); Brevan Howard ($363,636); Animoca Brands ($363,636); CMT Digital ($363,636); The Spartan Group ($363,636)"
tonx-2,TONX,,,4000000.0,2,"SNZ Holding ($2,000,000); Summer Ventures ($2,000,000)"
stork,Stork,,,4000000.0,4,"Wintermute ($1,000,000); CMS Holdings ($1,000,000); Lattice ($1,000,000); Faction ($1,000,000)"
blocksense-network,Blocksense Network,,,4000000.0,7,"Andreessen Horowitz (a16z) ($571,429); Scott Moore ($571,429); MH Ventures ($571,429); Tykhe Block Ventures ($571,429); Selini Capital ($571,429)"
octra,OCT,,,3999999.999999999,13,"Outlier Ventures ($307,692); Big Brain Holdings ($307,692); Cogitent Ventures ($307,692); ID Theory ($307,692); Finality Capital Partners ($307,692)"
meridian,Meridian,,,4000000.0,8,"ParaFi Capital ($500,000); Borderless Capital ($500,000); Amber Group ($500,000); DCF GOD ($500,000); Serafund ($500,000)"
meshmap,MeshMap,,,4000000.0,10,"Andy Chatham ($400,000); Andreessen Horowitz (a16z) ($400,000); Balaji Srinivasan ($400,000); Raj Gokal ($400,000); Anatoly Yakovenko ($400,000)"
drop-protocol,Drop Protocol,,,4000000.0,17,"CoinFund ($235,294); BitScale Capital ($235,294); CMS Holdings ($235,294); Chorus One ($235,294); BreederDAO ($235,294)"
squidrouter,Squid,,,3999999.999999999,13,"Polychain Capital ($307,692); Fabric Ventures ($307,692); Distributed Global ($307,692); Node Capital ($307,692); Chorus One ($307,692)"
termina,Termina,,,4000000.0,10,"P-OPS Team ($400,000); Animoca Brands ($400,000); BitScale Capital ($400,000); Lemniscap ($400,000); Borderless Capital ($400,000)"
valantis,Valantis,,,4000000.0000000005,12,"Delphi Digital (Delphi Labs) ($333,333); Semantic Ventures ($333,333); SevenX Ventures ($333,333); Robot Ventures ($333,333); Kraken ($333,333)"
fiamma,Fiamma,,,4000000.0,9,"Chapter One Ventures ($444,444); Daedalus ($444,444); Founderheads ($444,444); Faction ($444,444); L2 Iterative Ventures (L2IV) ($444,444)"
kettle-finance,Kettle Finance,,,4000000.0,8,"IOSG Ventures ($500,000); Puzzle Ventures ($500,000); ParaFi Capital ($500,000); Signum Capital ($500,000); Kronos Research ($500,000)"
zkcandy,ZKcandy,,,4000000.0,9,"Animoca Brands ($444,444); The Spartan Group ($444,444); Efficient Frontier ($444,444); WEMIX ($444,444); Lecca Ventures ($444,444)"
goat-gaming,GG,,,4000000.000000002,30,"Sfermion ($133,333); Framework Ventures ($133,333); BitScale Capital ($133,333); The Spartan Group ($133,333); Sanctor Capital ($133,333)"
mirai-labs,Mirai Labs,,,4000000.0,8,"Mechanism Capital ($500,000); BitScale Capital ($500,000); Protagonist ($500,000); Oak Grove Ventures ($500,000); Manifold Trading ($500,000)"
acre-2,Acre,,,4000000.0,3,"Draper Dragon ($1,333,333); Big Brain Holdings ($1,333,333); Orange DAO ($1,333,333)"
ligero,Ligero,,,3999999.999999999,13,"Digital Currency Group (DCG) ($307,692); 1kx ($307,692); Robot Ventures ($307,692); Nascent ($307,692); Waikit Lau ($307,692)"
templar-protocol,Templar Protocol,,,4000000.0,16,"Digital Asset Capital Management (DACM) ($250,000); Robot Ventures ($250,000); Black Dragon ($250,000); Sam Kazemian ($250,000); Loi Luu ($250,000)"
glider,Glider,,,4000000.0,8,"Coinbase Ventures ($500,000); Uniswap ($500,000); GSR Markets (GSR) ($500,000); MoonPay ($500,000); Anagram Crypto ($500,000)"
goquant,GoQuant,,,4000000.0,7,"GSR Markets (GSR) ($571,429); Capital Union Bank ($571,429); Tyr Capital ($571,429); Concordium ($571,429); FRNT Financial ($571,429)"
oncade,Oncade,,,4000000.0,1,"a16z crypto CSX ($4,000,000)"
hashpower,HashPower,,,4000000.0,4,"HashKey Capital ($1,000,000); FBG Capital ($1,000,000); DePIN X ($1,000,000); Hailstone Labs ($1,000,000)"
uptopia,Uptopia,,,4000000.0,8,"Coinbase Ventures ($500,000); Pantera Capital ($500,000); The Spartan Group ($500,000); Arche Fund ($500,000); Vessel Capital ($500,000)"
usd-ai,USD.AI,,,17400000.0,8,"Bullish ($5,675,000); CMT Digital ($1,675,000); Dragonfly Capital ($1,675,000); Framework Ventures ($1,675,000); Big Brain Holdings ($1,675,000)"
senpi,Senpi,,,4000000.0,2,"Coinbase Ventures ($2,000,000); Lemniscap ($2,000,000)"
nexton-2,Nexton,,,4000000.0,7,"Amber Group ($571,429); VistaLabs ($571,429); TON Foundation ($571,429); Metalabs Ventures ($571,429); Danal Pay ($571,429)"
altura-2,Altura,,,4000000.0,3,"Ascension ($1,333,333); Moonfare ($1,333,333); InnoFinCon ($1,333,333)"
chaos-labs-ico,Chaos Labs,,,58999999.999999985,15,"PayPal Ventures ($7,666,667); Coinbase Ventures ($3,666,667); Slow Ventures ($3,666,667); The Spartan Group ($3,666,667); General Catalyst ($3,666,667)"
nevermined-ico,Nevermined,,,4000000.0,4,"Polymorphic Capital ($1,000,000); GenerativeVentures ($1,000,000); Arca ($1,000,000); Halo Capital ($1,000,000)"
curvance-ico,CVE,,,4000000.0,7,"echo ($571,429); GSR Markets (GSR) ($571,429); Primal Capital ($571,429); Auros Global ($571,429); Flowdesk ($571,429)"
soulbound-ico,Soulbound,,,4000000.0,7,"Delta Blockchain Fund ($571,429); David Johansson ($571,429); Animoca Brands ($571,429); NGC Ventures ($571,429); Panony ($571,429)"
silence-laboratories,Silence Laboratories,,,4100000.0,2,"Pi Ventures ($2,050,000); Kira Studio ($2,050,000)"
volta-circuit,Volta Circuit,,,4100000.0,5,"UpHonest Capital ($820,000); Soma Capital ($820,000); Dispersion Capital ($820,000); Haven Ventures ($820,000); Fika Ventures ($820,000)"
rover,Rover,,,4100000.000000001,13,"Animoca Brands ($315,385); CMS Holdings ($315,385); RockTree Capital ($315,385); Infinity Ventures Crypto (IVC) ($315,385); Stake Capital ($315,385)"
tap-protocol,TAP (BITCOIN),,0.181,4200000.0,10,"RW3 Ventures ($420,000); Sora Ventures ($420,000); Kosmos Ventures ($420,000); PetRock Capital ($420,000); MSA Capital ($420,000)"
hata,Hata,,,4200000.0,5,"Cadenza Ventures ($840,000); Bybit ($840,000); Alliance ($840,000); Castle Island Ventures ($840,000); Plug and Play ($840,000)"
stackup,Stackup,,,4200000.0,5,"Digital Currency Group (DCG) ($840,000); 1kx ($840,000); SevenX Ventures ($840,000); Y Combinator ($840,000); Goodwater ($840,000)"
o1-exchange,o1.exchange,,,4200000.0,2,"Coinbase Ventures ($2,100,000); Alliance ($2,100,000)"
fantasy-top,fantasy.top,,,4250000.0,2,"Dragonfly Capital ($2,125,000); Manifold Trading ($2,125,000)"
alluvial,Alluvial,,,4300000.0,5,"Variant ($860,000); Nascent ($860,000); Ethereal Ventures ($860,000); Brevan Howard ($860,000); F-Prime Capital ($860,000)"
legitimate,Legitimate,,,4300000.0,5,"Lemniscap ($860,000); Draper Associates ($860,000); Sfermion Factor VC ($860,000); VERBAL ($860,000); Jeff Miyahara ($860,000)"
roxom,Roxom,,,22200000.0,12,"Borderless Capital ($4,905,000); Kingsway Capital ($4,905,000); Draper Associates ($4,475,000); Ego Death Capital ($4,475,000); Cadenza Ventures ($430,000)"
glif,GLIF,,,4500000.0,8,"Multicoin Capital ($562,500); Fenbushi Capital ($562,500); FinTech Collective ($562,500); Dialectic Capital ($562,500); Zee Prime Capital ($562,500)"
inco-network,Inco Network,,,9500000.0,12,"1kx ($1,476,190); Coinbase Ventures ($833,333); South Park Commons ($833,333); Script Capital ($833,333); Orange DAO ($833,333)"
karma3-labs,Karma3 Labs,,,4500000.0,11,"IDEO CoLab Ventures ($409,091); HashKey Capital ($409,091); The Spartan Group ($409,091); Galaxy ($409,091); SevenX Ventures ($409,091)"
blackwing,Blackwing,,,4500000.0,15,"Kyber Capital ($300,000); 0xRooter ($300,000); Hashed ($300,000); Arche Fund ($300,000); South Park Commons ($300,000)"
nebra,Nebra,,,4500000.0,6,"Nascent ($750,000); Nick White ($750,000); Tim Beiko ($750,000); Bankless ($750,000); Sandy Peng ($750,000)"
supervillain-labs,Supervillain Labs,,,4500000.0,6,"The Spartan Group ($750,000); NEOWIZ ($750,000); Planetarium ($750,000); CRIT Ventures ($750,000); Presto Labs ($750,000)"
zkx,ZKX,,0.01925,4500000.0,12,"Alameda Research ($375,000); Gate.io ($375,000); Amber Group ($375,000); Cluster Capital ($375,000); HTX Ventures (previously Huobi Ventures) ($375,000)"
idos,idOS,,,4500000.0,8,"Fabric Ventures ($562,500); Ripple ($562,500); NEAR Foundation ($562,500); Tezos Foundation ($562,500); Gnosis ($562,500)"
pexx,PEXX,,,4500000.0,3,"TNB Aura ($1,500,000); Antler ($1,500,000); EMO Capital ($1,500,000)"
breakout-3,Breakout,,,4500000.0,6,"Mechanism Capital ($750,000); RockawayX ($750,000); C2Ventures (Csquared) ($750,000); Round 13 Digital Asset Fund ($750,000); IOBC Capital ($750,000)"
paravox,PARAVOX,,,4500000.0,2,"GREE ($2,250,000); Digital Hearts Holdings ($2,250,000)"
phylax,Phylax,,,4500000.0,24,"Robot Ventures ($187,500); Nascent ($187,500); Sandeep Nailwal ($187,500); Figment Capital ($187,500); Dean Eigenmann ($187,500)"
openorigins,OpenOrigins,,,4500000.0,1,"Galaxy Interactive ($4,500,000)"
oh,Oh,,,4500000.0,5,"Kosmos Ventures ($900,000); Tagus Capital ($900,000); Big Brain Holdings ($900,000); Bodhi Ventures ($900,000); tangent ($900,000)"
flashnet,Flashnet,,,4500000.0,11,"Accomplice ($409,091); Abstract Ventures ($409,091); Chapter One Ventures ($409,091); Guillermo Rauch ($409,091); Soma Capital ($409,091)"
spot-zero,Spot Zero,,,4500000.0,5,"HashKey Capital ($900,000); The Spartan Group ($900,000); Infinity Ventures Crypto (IVC) ($900,000); BITKRAFT Ventures ($900,000); Gam3Girl Ventures ($900,000)"
splendor,SPLD,,0.2906,4500000.0,1,"White Rock Group ($4,500,000)"
credit-coop,Credit Coop,,,4500000.0,7,"Coinbase Ventures ($642,857); TRGC ($642,857); Maven 11 Capital ($642,857); dlab ($642,857); Signature Ventures ($642,857)"
coop-records,Coop Records,,,4500000.0,15,"Variant ($300,000); Coinbase Ventures ($300,000); 1kx ($300,000); Nascent ($300,000); 1confirmation ($300,000)"
tesser,Tesser,,,4500000.0,3,"Strobe (Prev. BlockTower Capital) ($1,500,000); Castle Island Ventures ($1,500,000); Anthemis Group ($1,500,000)"
dedge-security,Dedge Security,,,4560000.0,1,"Tritemius ($4,560,000)"
agio-rating,Agio Rating,,,10600000.0,4,"Portage Ventures ($3,533,333); MS&AD Ventures ($3,533,333); AlbionVC ($2,000,000); Superscrypt ($1,533,333)"
lockchain-ai,Lockchain.ai,,,9600000.0,8,"Arrington Capital ($1,825,000); White Star Capital ($1,825,000); Lerer Hippeau ($1,825,000); Sonic Boom Ventures ($1,825,000); RSE Ventures ($575,000)"
chainbound,Chainbound,,,4600000.000000001,11,"Maven 11 Capital ($418,182); Semantic Ventures ($418,182); Robot Ventures ($418,182); Chorus One ($418,182); Anthony Sassano ($418,182)"
hellotrade,HelloTrade,,,4600000.0,2,"Dragonfly Capital ($2,300,000); Mirana Ventures ($2,300,000)"
rumi,Rumi,,,4700000.0,2,"Escape Velocity ($2,350,000); a16z crypto CSX ($2,350,000)"
ion-protocol,lon Protocol,,,4800000.0,6,"gumi Cryptos Capital ($800,000); NGC Ventures ($800,000); SevenX Ventures ($800,000); Robot Ventures ($800,000); Finality Capital Partners ($800,000)"
honeycoin,HoneyCoin,,,4900000.0,6,"4DX Ventures ($816,667); Visa ($816,667); Flourish Ventures ($816,667); TLcom Capital ($816,667); LAVA ($816,667)"
nockchain,NOCK,,0.04151,5000000.0,8,"Delphi Digital (Delphi Labs) ($625,000); North Island Ventures ($625,000); CMCC Global ($625,000); Portal Ventures ($625,000); Labyrinth DAO ($625,000)"
binary-holdings,BNRY,,0.001,5000000.0,1,"ABO Digital ($5,000,000)"
goat-network,GOATED,,0.0475,5000000.0,9,"Crypto.com ($555,556); OKX Ventures ($555,556); Waterdrip Capital ($555,556); P2 Ventures ($555,556); Amber Group ($555,556)"
cudis,CUDIS,,0.02817,5000000.0,9,"NGC Ventures ($555,556); SNZ Holding ($555,556); Draper Dragon ($555,556); Foresight Ventures ($555,556); Draper Associates ($555,556)"
kyo,KYO,,0.09551,5000000.0,4,"BuzzBridge Capital ($1,250,000); TB Ventures (TBV) ($1,250,000); Startale ($1,250,000); Castrum Capital ($1,250,000)"
captain-tsubasa,TSUGT,,1.619e-05,5000000.0,1,"X&KSK ($5,000,000)"
rhinestone,Rhinestone,,,5000000.0,5,"CoinFund ($1,000,000); 1kx ($1,000,000); Circle Ventures ($1,000,000); Lattice ($1,000,000); Heartcore Capital ($1,000,000)"
0xscope,0xScope,,,5000000.0,8,"Redpoint China Ventures ($625,000); HashKey Capital ($625,000); OKX Ventures ($625,000); GSR Ventures ($625,000); Amber Group ($625,000)"
yogapetz,YogaPetz,,,5000000.0,3,"Animoca Brands ($1,666,667); Soul Capital ($1,666,667); Newman Capital ($1,666,667)"
cosmology,Cosmology,,,5000000.0,8,"HashKey Capital ($625,000); Lemniscap ($625,000); Chorus One ($625,000); Informal Systems ($625,000); Galileo ($625,000)"
snowseed,SnowSeed,,,5000000.0,2,"Medi Crypto International ($2,500,000); Buckingham ($2,500,000)"
soai,SOAI,,,5000000.0,2,"XForce Capital ($2,500,000); Archer Capital ($2,500,000)"
gasp-2,GASP,,0.0001747,5000000.0,5,"Polychain Capital ($1,000,000); CMS Holdings ($1,000,000); MV Global ($1,000,000); Cluster Capital ($1,000,000); Token Metrics ($1,000,000)"
today,TODAY,,,5000000.0,13,"Sfermion ($384,615); Collab+Currency ($384,615); Compute Ventures ($384,615); Metavest ($384,615); Big Brain Holdings ($384,615)"
agora-3,Agora,,,5000000.0,12,"Coinbase Ventures ($416,667); Balaji Srinivasan ($416,667); Will Price ($416,667); Dan Romero ($416,667); Packy McCormick ($416,667)"
baxus,Baxus,,,5000000.0,9,"Multicoin Capital ($555,556); Solana Ventures ($555,556); Vinny Lingham ($555,556); Regan Bozman ($555,556); FJ Labs ($555,556)"
shadow-war,Shadow War,,,5000000.000000001,7,"Momentum 6 ($714,286); Andromeda Capital ($714,286); iAngels ($714,286); Cluster Capital ($714,286); Cointelligence ($714,286)"
arch-network,Arch Network,,,25000000.0,19,"Pantera Capital ($13,000,000); Castle Island Ventures ($2,500,000); Morgan Creek Digital ($2,500,000); Multicoin Capital ($437,500); CMS Holdings ($437,500)"
elfi-protocol,ELFi Protocol,,,5000000.0,2,"IDG Capital ($2,500,000); KuCoin Ventures ($2,500,000)"
mua-dao,MUA,,1.197e-05,5000000.0,4,"Avalanche Foundation ($1,250,000); Jihan Wu ($1,250,000); ByteTrade Lab ($1,250,000); RockTree Capital ($1,250,000)"
opensocial,OpenSocial,,,11000000.0,29,"Moonrock Capital ($741,071); Framework Ventures ($428,571); Chorus One ($428,571); Sandeep Nailwal ($428,571); Stratos Technologies ($428,571)"
scrypt-digital,SCRYPT Digital,,,5000000.0,4,"Atlantic Labs ($1,250,000); FunFair Ventures ($1,250,000); Cabrit Capital ($1,250,000); Braza Bank ($1,250,000)"
ink-finance,QUILL,,0.00193,5000000.0,13,"Republic Capital ($384,615); DHVC ($384,615); Axia8 Ventures ($384,615); Krypital Group ($384,615); GSR Ventures ($384,615)"
gudchain,Gudchain,,,5000000.0,4,"Mechanism Capital ($1,250,000); Morningstar Ventures ($1,250,000); SkyVision Capital ($1,250,000); Manifold Trading ($1,250,000)"
mamori,Mamori,,,5000000.0,10,"Alex Watts ($500,000); Blockchain Capital ($500,000); Web3.com Ventures ($500,000); Daniel Lubarov ($500,000); Velocity Capital ($500,000)"
swords-dungeons,GOLD,,0.01543,5000000.0,12,"Primal Capital ($416,667); Bas1s Ventures ($416,667); OKX Ventures ($416,667); SNZ Holding ($416,667); ArkStream Capital ($416,667)"
icebreaker,Icebreaker,,,5000000.0,4,"CoinFund ($1,250,000); Accomplice ($1,250,000); Anagram Crypto ($1,250,000); Legion Capital ($1,250,000)"
opinion-labs,Opinion Labs,,,5000000.0,5,"YZi Labs (prev Binance Labs) ($1,000,000); Animoca Brands ($1,000,000); Amber Group ($1,000,000); Manifold Trading ($1,000,000); echo ($1,000,000)"
onebalance,OneBalance,,,25000000.0,23,"Blockchain Capital ($5,000,000); Mirana Ventures ($5,000,000); cyber Fund ($5,000,000); L2 Iterative Ventures (L2IV) ($5,000,000); Viktor Bunin ($263,158)"
aminochain,AminoChain,,,5000000.0,1,"Andreessen Horowitz (a16z) ($5,000,000)"
berkeley-compute,Berkeley Compute,,,5000000.0,1,"Chia Network ($5,000,000)"
a-world,A-WORLD,,,5000000.0,5,"AU21 Capital ($1,000,000); Skyview Capital ($1,000,000); IBGTG Capital ($1,000,000); Sketch Venture ($1,000,000); Soave Swap ($1,000,000)"
openlayer,OpenLayer,,,5000000.0,12,"a16z crypto CSX ($416,667); IOSG Ventures ($416,667); Eterna Capital ($416,667); The Spartan Group ($416,667); IDG Capital ($416,667)"
sphere-2,Sphere,,,4999999.999999998,29,"Coinbase Ventures ($172,414); Kraken ($172,414); Joe McCann ($172,414); Stepan Simkin ($172,414); Anagram Crypto ($172,414)"
vest-exchange,Vest Exchange,,,5000000.0,16,"Amber Group ($312,500); Jane Street Capital ($312,500); Big Brain Holdings ($312,500); Danish Chaudhry ($312,500); Mozaik Capital ($312,500)"
jan3,JAN3,,,5000000.0,8,"Tether ($625,000); Fulgur Ventures ($625,000); East Ventures ($625,000); Lightning Ventures ($625,000); Bitcoin Opportunity Fund ($625,000)"
earnos,EarnOS,,,5000000.0,9,"Animoca Brands ($555,556); Vessel Capital ($555,556); Mysten Labs ($555,556); Laser Digital ($555,556); GD1 Crypto ($555,556)"
keplr,Keplr,,,5000000.0,17,"Coinbase Ventures ($294,118); HashKey Capital ($294,118); Chorus One ($294,118); 1confirmation ($294,118); Interchain Foundation ($294,118)"
breez,Breez,,,5000000.0,4,"Ego Death Capital ($1,250,000); Timechain ($1,250,000); Entree Capital ($1,250,000); Plan B Bitcoin Fund ($1,250,000)"
prodigy-fi,Prodigy.Fi,,,5000000.0,6,"Panony ($833,333); Republic ($833,333); Quantstamp ($833,333); RSK Capital ($833,333); Arbelos Markets ($833,333)"
imua,IMUA (Prev. Exocore),,,5000000.0,10,"Draper Dragon ($500,000); MH Ventures ($500,000); Caladan (Alphalab) ($500,000); Lecca Ventures ($500,000); No Limit Holdings ($500,000)"
soluna-2,Soluna,,,125000000.0,3,"Generate Capital ($100,000,000); Spring Lane Capital ($20,000,000); Galaxy ($5,000,000)"
hibachi,Hibachi,,,5000000.0,3,"Electric Capital ($1,666,667); Dragonfly Capital ($1,666,667); echo ($1,666,667)"
hibit,Hibit,,,5000000.0,6,"Waterdrip Capital ($833,333); Bo Shen ($833,333); NVIDIA ($833,333); Bochsler Finance ($833,333); BetterverseDao ($833,333)"
mahojin,Mahojin,,,5000000.0,5,"Maelstrom ($1,000,000); WAGMI Ventures ($1,000,000); Ekram Ahmed ($1,000,000); a16z crypto CSX ($1,000,000); S.Y. Lee ($1,000,000)"
neutrl,Neutrl,,,5000000.000000001,14,"Accomplice ($357,143); Nascent ($357,143); Amber Group ($357,143); DCF GOD ($357,143); Figment Capital ($357,143)"
xsy,UTY,,,5000000.0,6,"Borderless Capital ($833,333); Blizzard Fund (Avalanche Ecosystem) ($833,333); Protagonist ($833,333); Paper Ventures ($833,333); Sonic Boom Ventures ($833,333)"
voya-games,VOYA Games,,,5000000.0,5,"1kx ($1,000,000); RockawayX ($1,000,000); Sebastien Borget ($1,000,000); Makers Fund ($1,000,000); Jeffrey Zirlin ($1,000,000)"
rabitiai,RIAI,,,15000000.0,2,"D5Wav ($10,000,000); Nortiyus ($5,000,000)"
pact-swap,Pact Swap,,,5000000.0,1,"DNA Fund ($5,000,000)"
yield-xyz,Yield.xyz,,,5000000.0,1,"Multicoin Capital ($5,000,000)"
spekter-games,Spekter Games,,,5000000.000000001,7,"Alumni Ventures ($714,286); BRV Capital Management ($714,286); a16z speedrun ($714,286); Chamaeleon ($714,286); Versus Ventures ($714,286)"
jarsy,Jarsy,,,5000000.0,5,"Evan Cheng ($1,000,000); Nathan McCauley ($1,000,000); Breyer Capital ($1,000,000); Karman Ventures ($1,000,000); Richard Liu ($1,000,000)"
remix,Remix,,,5000000.0,6,"Variant ($833,333); Coinbase Ventures ($833,333); Lemniscap ($833,333); Planetarium ($833,333); Archetype ($833,333)"
data-guardians-network,Data Guardians Network,,,5000000.0,3,"droppGroup ($1,666,667); Hamoud O. Al-Rumayan ($1,666,667); Hub Culture ($1,666,667)"
lightnet,Lightnet,,,5000000.0,1,"Easou Technology ($5,000,000)"
