fund_slug,fund_name,project_slug,project_name,amount,stage,date,category,pre_valuation
weekend-fund,Weekend Fund,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
animoca-brands,Animoca Brands,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
huobi-ventures,HTX Ventures (previously Huobi Ventures),roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
jeff-zirlin-jihoz,Jeff Zirlin (Jihoz),roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
mischief,Mischief,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
blue-9-capital,Blue 9 Capital,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
hustle-fund,Hustle Fund,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
stake-capital,Stake Capital,mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
noia-capital,Noia Capital,mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
monday-capital,Monday Capital,mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
wintermute,Wintermute,mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
atka-capital,Atka Capital,mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
qcp-soteria-qsn,QCP Soteria (QSN),mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
zee-prime-capital,Zee Prime Capital,mangrove-ico,,2700000,Seed Round,2021-07-01T00:00:00Z,,27000000
russell-cook,Russell Cook,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
future-perfect-ventures,Future\Perfect Ventures,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
sound-ventures,Sound Ventures,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
blockchain-capital,Blockchain Capital,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
propel-venture-partners,Propel Venture Partners,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
guy-oseary,Guy Oseary,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
chris-hitchen,Chris Hitchen,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
founder-collective,Founder Collective,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
digital-currency-group-dcg,Digital Currency Group (DCG),civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
pantera-capital,Pantera Capital,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
social-leverage,Social Leverage,civic,CVC,2750000,Venture Round,2016-01-01T00:00:00Z,Software,27500000
dingaling,dingaling,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
degods,DeGods,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
cms-holdings-llc,CMS Holdings,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
ngc-ventures-neo-global-capital,NGC Ventures,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
age-fund,AGE Fund,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
asymmetric,Asymmetric,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
newman-capital,Newman Capital,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
portal-ventures,Portal Ventures,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
wise3-ventures,Wise3 Ventures,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
viden-vc,viden.vc,liquidium,LIQ,2750000,Seed Round,2024-07-18T00:00:00Z,Lending Platform,27500000
x21-digital,x21 Digital,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
fomocraft-ventures,Fomocraft Ventures,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
moonwhale-ventures,Moonwhale Ventures,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
magnus-capital,Magnus Capital,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
skynet-trading,Skynet Trading,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
lvt-capital,LVT Capital,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
titans-ventures,Titans Ventures,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
phoenix-crypto-vc,Phoenix Crypto VC,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
basetwo,BaseTwo,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
compute-ventures,Compute Ventures,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
autonomy-capital,Autonomy Capital,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
diversified-financial-group-dfg,Diversified Financial Group (DFG),eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
zokyo,Zokyo,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
legion-ventures,Legion Ventures,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
three-m-capital,Three M Capital,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
tmk,TMK,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
latitude-blockchain-services,Latitude Blockchain Services,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
newtribe-capital,NewTribe Capital,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
orion-protocol,Orion Protocol,eqifi,EQX,2750000,Seed Round,2021-05-01T00:00:00Z,DeFi,25000000
hashed,Hashed,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
nirvana-capital,Nirvana Capital,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
fbg-capital,FBG Capital,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
coefficient-ventures,Coefficient Ventures,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
global-blockchain-innovative-capital-gbic,Global Blockchain Innovative Capital (GBIC),ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
softbank,SoftBank,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
ledger-capital,Ledger Capital,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
block-crafters,Block Crafters,ttc-protocol,MARO,2750000,Pre-Sale,2018-03-12T00:00:00Z,Media,110000000
jack-zampolin,Jack Zampolin,metalex,,2750000,Seed Round,2024-05-24T00:00:00Z,Blockchain Service,27500000
piers-kicks,Piers Kicks,metalex,,2750000,Seed Round,2024-05-24T00:00:00Z,Blockchain Service,27500000
seed-club-ventures,Seed Club Ventures,metalex,,2750000,Seed Round,2024-05-24T00:00:00Z,Blockchain Service,27500000
hasu,Hasu,metalex,,2750000,Seed Round,2024-05-24T00:00:00Z,Blockchain Service,27500000
cyber-fund,cyber Fund,metalex,,2750000,Seed Round,2024-05-24T00:00:00Z,Blockchain Service,27500000
strangelove-ventures,Strangelove Ventures,metalex,,2750000,Seed Round,2024-05-24T00:00:00Z,Blockchain Service,27500000
arrington-xrp-arrington-capital,Arrington Capital,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
robot-ventures,Robot Ventures,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
igor-barinov,Igor Barinov,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
principle-ventures,Principle Ventures,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
degenscore,DegenScore,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
lemniscap,Lemniscap,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
parafi-capital,ParaFi Capital,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
p2p-capital,P2P Capital,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
primitive-ventures,Primitive Ventures,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
focus-labs,Focus Labs,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
santiago-roel-santos,Santiago Roel Santos,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
mariano-conti,Mariano Conti,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
darren-lau,Darren Lau,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
daryl-lau,Daryl Lau,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
jamis-johnson,Jamis Johnson,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
ivangbi,Ivangbi,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
molly,Molly,mellow-protocol,,2750000,Seed Round,2021-08-01T00:00:00Z,Liquid Staking Protocols,27500000
framework-ventures,Framework Ventures,hyve-da,,2750000,Pre-seed,2025-01-16T00:00:00Z,Blockchain Service,27500000
volt-capital,Volt Capital,hyve-da,,2750000,Pre-seed,2025-01-16T00:00:00Z,Blockchain Service,27500000
32-bit-ventures,32-Bit Ventures,hyve-da,,2750000,Pre-seed,2025-01-16T00:00:00Z,Blockchain Service,27500000
builder-capital,Builder Capital,hyve-da,,2750000,Pre-seed,2025-01-16T00:00:00Z,Blockchain Service,27500000
framework-ventures,Framework Ventures,hyve-labs,,2750000,Pre-seed,2024-01-16T00:00:00Z,Gaming,27500000
volt-capital,Volt Capital,hyve-labs,,2750000,Pre-seed,2024-01-16T00:00:00Z,Gaming,27500000
32-bit-ventures,32-Bit Ventures,hyve-labs,,2750000,Pre-seed,2024-01-16T00:00:00Z,Gaming,27500000
builder-capital,Builder Capital,hyve-labs,,2750000,Pre-seed,2024-01-16T00:00:00Z,Gaming,27500000
crypto-com,Crypto.com,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
animoca-brands,Animoca Brands,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
ngc-ventures-neo-global-capital,NGC Ventures,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
bitscale-capital,BitScale Capital,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
drops-ventures,Drops Ventures,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
coin98-ventures,Arche Fund,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
impossible-finance,Impossible Finance,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
kyros-ventures,Kyros Ventures,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
x21-digital,x21 Digital,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
sanctor-capital,Sanctor Capital,mines-of-dalarnia,D,2760000,Private Sale,2021-09-01T00:00:00Z,Gaming,20800000
mcv-group,MCV Group,snail-trail,SLIME,2772000,Private Round,2022-02-01T00:00:00Z,Play to Earn,16500000
republic-capital,Republic Capital,snail-trail,SLIME,2772000,Private Round,2022-02-01T00:00:00Z,Play to Earn,16500000
aventures-dao,AVentures DAO,snail-trail,SLIME,2772000,Private Round,2022-02-01T00:00:00Z,Play to Earn,16500000
colony-lab,Colony Lab,snail-trail,SLIME,2772000,Private Round,2022-02-01T00:00:00Z,Play to Earn,16500000
genblock-capital,Genblock Capital,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
genesis-block-gbv,GBV Capital,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
au21-capital,AU21 Capital,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
shima-capital,Shima Capital,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
x21-digital,x21 Digital,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
game-starter,Game Starter,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
mohrwolfe,MohrWolfe,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
click-blue,Click.Blue,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
the-ring,The Ring,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
elite-fightclub,Elite FightClub,crypto-fight-club,FIGHT,2775000,Seed Round,2021-11-01T00:00:00Z,Play to Earn,18500000
sv-angel,SV Angel,helium,HNT,2800000,Seed,2013-11-01T00:00:00Z,Social,28000000
digital-garage,Digital Garage,helium,HNT,2800000,Seed,2013-11-01T00:00:00Z,Social,28000000
slow-ventures,Slow Ventures,helium,HNT,2800000,Seed,2013-11-01T00:00:00Z,Social,28000000
firstmark,FirstMark,helium,HNT,2800000,Seed,2013-11-01T00:00:00Z,Social,28000000
loi-luu,Loi Luu,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
launchub-ventures,LAUNCHub Ventures,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
illia-polosukhin,Illia Polosukhin,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
greenfield-one,Greenfield One,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
binance-labs,YZi Labs (prev Binance Labs),1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
dragonfly-capital,Dragonfly Capital,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
iosg-ventures,IOSG Ventures,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
libertus-capital,Libertus Capital,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
ftx-ventures,FTX Ventures,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
iconium,ICONIUM,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
galaxy-digital,Galaxy,1inch,1INCH,2800000,Seed,2020-08-11T00:00:00Z,DEX,28000000
permanent-ventures,Permanent Ventures,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
cms-holdings-llc,CMS Holdings,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
scott-moore,Scott Moore,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
hypersphere-ventures,Hypersphere Ventures,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
zee-prime-capital,Zee Prime Capital,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
ava-labs,Ava Labs,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
mechanism-capital,Mechanism Capital,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
lemniscap,Lemniscap,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
interchain-foundation,Interchain Foundation,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
iosg-ventures,IOSG Ventures,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
distributed-global,Distributed Global,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
volt-capital,Volt Capital,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
solana-foundation,Solana Foundation,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
near-foundation,NEAR Foundation,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
arweave,Arweave,kyve,KYVE,2800000,Seed Round,2021-10-26T00:00:00Z,Infrastructure,28000000
oig-oracles-investment-group,OIG Oracles Investment Group,orbofi-ai,OBI,2800000,Funding Round,2023-05-27T00:00:00Z,AI Agents,28000000
csp-dao,CSP DAO,orbofi-ai,OBI,2800000,Funding Round,2023-05-27T00:00:00Z,AI Agents,28000000
halvings-capital,Halvings Capital,orbofi-ai,OBI,2800000,Funding Round,2023-05-27T00:00:00Z,AI Agents,28000000
zephyrus-capital,Zephyrus Capital,orbofi-ai,OBI,2800000,Funding Round,2023-05-27T00:00:00Z,AI Agents,28000000
cogitent-ventures,Cogitent Ventures,orbofi-ai,OBI,2800000,Funding Round,2023-05-27T00:00:00Z,AI Agents,28000000
nakamoto-games,Nakamoto Games,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
skyman-ventures,Skyman Ventures,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
zbs-capital,ZBS Capital,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
sl2-capital,SL2 Capital,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
moonstarter,MoonStarter,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
csp-dao,CSP DAO,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
chateau-crypto,Chateau Crypto,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
lavender-capital,Lavender Capital,uponly-token,UPO,2800000,Private Round 2,2021-12-01T00:00:00Z,Play to Earn,25600000
mechanism-capital,Mechanism Capital,holograph,HLG,2800000,Strategic Round,2024-04-29T00:00:00Z,NFT,28000000
courtside-ventures,Courtside Ventures,holograph,HLG,2800000,Strategic Round,2024-04-29T00:00:00Z,NFT,28000000
arca,Arca,holograph,HLG,2800000,Strategic Round,2024-04-29T00:00:00Z,NFT,28000000
selini-capital,Selini Capital,holograph,HLG,2800000,Strategic Round,2024-04-29T00:00:00Z,NFT,28000000
hartmann-capital,Hartmann Capital,holograph,HLG,2800000,Strategic Round,2024-04-29T00:00:00Z,NFT,28000000
northrock-capital,Northrock Capital,holograph,HLG,2800000,Strategic Round,2024-04-29T00:00:00Z,NFT,28000000
master-ventures,MV Global,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
shima-capital,Shima Capital,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
lvt-capital,LVT Capital,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
trustswap,Trustswap,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
dream-ventures,Dream Ventures,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
sekuritance,Sekuritance,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
oxo-capital,OXO Capital,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
alfa-catalyst,Alfa Catalyst,legion-network,LGX,2800000,Private Round,2022-02-01T00:00:00Z,Gaming,35000000
uniswap,Uniswap,awesomeqa,,2800000,Seed Round,2023-07-11T00:00:00Z,Social,28000000
coinbase-ventures,Coinbase Ventures,awesomeqa,,2800000,Seed Round,2023-07-11T00:00:00Z,Social,28000000
north-island-ventures,North Island Ventures,awesomeqa,,2800000,Seed Round,2023-07-11T00:00:00Z,Social,28000000
haven-ventures,Haven Ventures,sock,,2800000,Seed Round,2023-11-07T00:00:00Z,Blockchain Service,28000000
designer-fund,Designer Fund,sock,,2800000,Seed Round,2023-11-07T00:00:00Z,Blockchain Service,28000000
spacecadet-ventures,Spacecadet Ventures,sock,,2800000,Seed Round,2023-11-07T00:00:00Z,Blockchain Service,28000000
84000lp,84000LP,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
spark-digital-capital,Spark Digital Capital,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
lightspeed-venture-partners,Lightspeed Venture Partners,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
fermion-capital,Fermion Capital,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
fan-zhang,Fan Zhang,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
ince-capital,INCE Capital,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
cryptogram-venture-cgv,CGV FoF (Cryptogram Venture),characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
zc-capital,ZC Capital,characterx,,2800000,Seed Round,2024-01-07T00:00:00Z,Social,28000000
guildfi,GuildFi,contributiondao,,2800000,Seed Round,2024-02-28T00:00:00Z,Infrastructure,28000000
keone-hon,Keone Hon,contributiondao,,2800000,Seed Round,2024-02-28T00:00:00Z,Infrastructure,28000000
kasikorn-x,Kasikorn X,contributiondao,,2800000,Seed Round,2024-02-28T00:00:00Z,Infrastructure,28000000
agnostic-fund,Agnostic Fund,contributiondao,,2800000,Seed Round,2024-02-28T00:00:00Z,Infrastructure,28000000
arjun-bhuptani,Arjun Bhuptani,contributiondao,,2800000,Seed Round,2024-02-28T00:00:00Z,Infrastructure,28000000
umi,Umi,contributiondao,,2800000,Seed Round,2024-02-28T00:00:00Z,Infrastructure,28000000
outlier-ventures,Outlier Ventures,assisterr,,2800000,Funding Round,2025-05-30T00:00:00Z,Infrastructure,75000000
web3-com-ventures,Web3.com Ventures,assisterr,,2800000,Funding Round,2025-05-30T00:00:00Z,Infrastructure,75000000
moonhill-capital,Moonhill Capital,assisterr,,2800000,Funding Round,2025-05-30T00:00:00Z,Infrastructure,75000000
echo,echo,assisterr,,2800000,Funding Round,2025-05-30T00:00:00Z,Infrastructure,75000000
