name,slug,category,market_cap,price,total_raised,rounds_count
OLAS,autonolas,Artificial Intelligence (AI),,,13800000,1
,nvt,Finance,,,13900000,1
ELIX,elixir-games,Gaming,,,14000000,1
,reservoir,Infrastructure,,,14000000,1
,abound,Blockchain Service,,,14000000,1
,delphia-ico,,,,14000000,2
COS,contentos,Media,,,14250000,2
EIGEN,eigenlayer,Liquid Staking Protocols,,,14400000,4
,unto,Blockchain,,,14400000,1
PHB,phoenix-global,Blockchain,,,14510000,2
MONA,mona,Social,,,14600000,1
,bastion,Blockchain Service,,,14600000,2
,gnosis-hq,Blockchain Service,,,14950000,1
CCD,concordium,Blockchain,,,15000000,2
ZRX,0x,DEX,,,15000000,3
TAIKO,taiko,Layer-2,,,15000000,2
HEMI,hemi-network,Modular Blockchain,,,15000000,2
LYN,everlyn,Infrastructure,,,15000000,1
C,chainbase,Blockchain Service,,,15000000,1
XTER,xterio,Gaming,,,15000000,2
DRGN,dragonchain,SEC security token,,,15000000,1
HXRO,hxro,Solana Ecosystem,,,15000000,2
E4C,e4c-final-salvation,Gaming,,,15000000,1
CHICKS,solchicks-token,Gaming,,,15000000,1
ZAP,zap-2,Launchpad,,,15000000,1
Lens,lens-chain,Blockchain Service,,,15000000,2
,echooo-wallet,Wallet,,,15000000,1
,gentwo,Real Estate,,,15000000,1
,pahdo-labs,Gaming,,,15000000,1
,unblock,Blockchain Service,,,15000000,1
,finoa,Finance,,,15000000,2
,skyark-chronicles,Gaming,,,15000000,1
,exabits,Infrastructure,,,15000000,1
BWB,bitget-wallet,Wallet,,,15000000,2
,prodia,Blockchain Service,,,15000000,1
,sling-money,Finance,,,15000000,1
,stronghold-2,Infrastructure,,,15000000,2
OPEN,openloop,Blockchain Service,,,15000000,1
,irreducible,Infrastructure,,,15000000,2
,legend-3,Wallet,,,15000000,1
,poseidon-2,Blockchain Service,,,15000000,1
,1kosmos,Blockchain Service,,,15000000,2
,the-clearing-company,DeFi,,,15000000,1
,cipherowl,Blockchain Service,,,15000000,1
,bron,Wallet,,,15000000,1
,bitstack,Finance,,,15000000,1
,cascade,CEX,,,15000000,1
,surf-ai,Blockchain Service,,,15000000,1
,mauve-ico,,,,15000000,1
,dimensionals-ico,,,,15000000,1
,alchemy-ico,,,,15000000,4
DappOS,dappos,Blockchain Service,,,15300000,1
ABYSS,the-abyss,,,,15362418,1
NGC,naga,,,,15400000,4
,bkn301-ico,,,,15650000,1
,codex-2,Infrastructure,,,15800000,1
,blockskye,Travel,,,15800000,1
,proven-ico,,,,15800000,1
,flipto,Finance,,,15970000,1
WAVES,waves,Blockchain,,,16000000,1
KAT,kambria,Polygon Ecosystem,,,16000000,2
,fireblocks-ico,,,,16000000,3
SURE,surety-ai-ico,,,,16200000,1
,partydao,,,,16400000,1
,dtcpay,,,,16500000,1
,ideogram-ai,Artificial Intelligence (AI),,,16500000,1
,brine-finance,DeFi,,,16500000,1
IYK,iyk,Web 3.0,,,16800000,1
,deblock,Wallet,,,16800000,2
COAI,chainopera-ai,Artificial Intelligence (AI),,,17000000,1
,backpack,CEX,,,17000000,2
,t-rex,Modular Blockchain,,,17000000,1
,conduit-2,Blockchain Service,,,17000000,2
,thetanuts-finance-ico,,,,17000000,2
,auros-ico,,,,17000000,1
EDEN,eden,Infrastructure,,,17400000,1
,aidatify,DeFi,,,17500000,1
WX,waves-exchange,DEX,,,17508940,1
BOX,contentbox,,,,17763157,1
KITE,kite-2,Blockchain,,,18000000,1
TREE,treehouse,Liquid Staking Tokens (LSTs),,,18000000,1
OPEN,open-platform,,,,18000000,1
AVG,avaocado-dao,Gaming,,,18000000,2
,catena-labs,Blockchain Service,,,18000000,1
,rift-finance-ico,,,,18000000,1
,really-ico,,,,18000000,1
,zodia-markets,Finance,,,18250000,1
HYPER,hyper-coin,Protocol,,,18500000,1
,cymbal,Blockchain Service,,,18500000,1
ETH,ethereum,Blockchain,,,18660000,1
MON,monad,Blockchain,,,19000000,3
MYTH,mythos,Gaming,,,19000000,4
FEI,fei-usd,Stablecoin,,,19000000,1
,meanwhile,Insurance,,,19000000,3
Mythical,mythical-games,Gaming,,,19000000,4
,slash,Blockchain Service,,,19000000,2
,vivopower,Blockchain Service,,,19000000,1
ORCA,orca,DEX,,,19025000,1
ASTRAFER,astrafer,Gaming,,,19300000,1
USDE,ethena-usde,Stablecoin,,,20000000,1
KCS,kucoin-shares,CEX,,,20000000,2
H,humanity,Infrastructure,,,20000000,2
 BLAST,blast-l2,Layer-2,,,20000000,1
ELA,elastos,Blockchain,,,20000000,2
ZND,zndtoken,DeFi,,,20000000,1
NIL,nillion,Infrastructure,,,20000000,2
CGN,cygnus-finance,Blockchain,,,20000000,1
BXX,baanx,Lending Platform,,,20000000,1
JAM,tune-fm,Music,,,20000000,1
CREATOR,creatordao,DAO,,,20000000,1
EMC,edge-matrix-computing,Arbitrum Ecosystem,,,20000000,1
OGY,origyn-foundation,NFT,,,20000000,1
LITAS,litas,RWA (Real World Assets),,,20000000,1
BULLA,hasbulla-coin,Meme,,,20000000,1
ENG,enigma,Privacy Coin,,,20000000,2
 ,axiom,Blockchain Service,,,20000000,1
HUB,hub-token,,,,20000000,1
ANC,anchor-protocol,DeFi,,,20000000,1
,socket-2,Software,,,20000000,1
,membrane-labs,Blockchain Service,,,20000000,1
,xage-security,Blockchain Service,,,20000000,1
,ingonyama,Blockchain Service,,,20000000,2
,morph,Blockchain,,,20000000,1
,partior,Finance,,,20000000,2
,ithaca,Blockchain,,,20000000,1
,eventflo,Social,,,20000000,1
,1money,Blockchain,,,20000000,1
,vitalveda,Sport,,,20000000,1
,apx-lending,Finance,,,20000000,1
,consensus-value-creation,Blockchain Service,,,20000000,1
,theo,DeFi,,,20000000,1
,nous-research,Artificial Intelligence (AI),,,20000000,2
,two-prime,Finance,,,20000000,1
,btc-digital,Blockchain Service,,,20000000,2
,rialo,Infrastructure,,,20000000,1
,openmind-2,Infrastructure,,,20000000,1
,stablecore,Finance,,,20000000,1
,tacen-ico,,,,20000000,1
,valoraapp-ico,Wallet,,,20000000,1
,onekey-ico,,,,20000000,1
,underworld-gang-wars-ico,,,,20000000,1
,toku-ico,,,,20000000,1
,virtually-human-studio-ico,,,,20000000,1
HOT,holotoken,Storage,,,20649000,1
OSMO,osmosis,DEX,,,21000000,1
B3,b3-fun,Gaming,,,21000000,1
BADGER,badger-dao,DeFi,,,21000000,1
STC,student-coin,,,,21000000,1
,monkey-tilt,Gaming,,,21000000,2
,atlas-2,Layer-2,,,21000000,1
,thesis-ico,,,,21000000,1
IGNIS,ignis,,,,21600000,1
OST,simple-token,,,,21730000,1
RLY,rally-2,Yield Farming,,,22000000,2
,noah-2,Blockchain Service,,,22000000,1
,spiko,Finance,,,22000000,1
,anthea,Insurance,,,22000000,1
,metacomp,Blockchain Service,,,22000000,1
,bitcraft-ico,,,,22000000,1
,nil-foundation-ico,,,,22000000,1
,nomad-ico,,,,22400000,1
,m-zero,DeFi,,,22500000,3
CS,credits,,,,22570000,1
COW,cow-protocol,DEX,,,23000000,1
FORT,forta,Blockchain Service,,,23000000,1
,tiptop,Infrastructure,,,23000000,1
,openfx,Blockchain Service,,,23000000,1
,lightyear,Finance,,,23000000,1
,lm-funding,Blockchain Service,,,23000000,1
,p2p-validator-ico,,,,23000000,1
,amdax,Finance,,,23500000,2
,crossmint,Blockchain Service,,,23600000,1
,gopax,CEX,,,23700000,1
BAT,basic-attention-token,Advertising,,,24000000,1
,duskbreakers-ico,,,,24000000,1
WLD,worldcoin,Artificial Intelligence (AI),,,25000000,4
IP,story,Blockchain,,,25000000,4
AGIX,singularitynet,Artificial Intelligence (AI),,,25000000,2
GUN,gunz-token,Blockchain,,,25000000,3
OMG,omisego,Blockchain,,,25000000,1
ZBU,zeebu,,,,25000000,1
OBT,oobit,Cryptocurrency,,,25000000,1
,jada-ai,Artificial Intelligence (AI),,,25000000,1
,ritual,Infrastructure,,,25000000,1
,nexus-laboratories,Infrastructure,,,25000000,1
,debank,Blockchain Service,,,25000000,1
,klickl,Finance,,,25000000,1
,cosimo,Finance,,,25000000,1
,inveniam,Blockchain Service,,,25000000,1
,komainu,Finance,,,25000000,2
,figure,Finance,,,25000000,7
,canaan,Blockchain Service,,,25000000,5
,miden,Blockchain,,,25000000,1
,sentora,DeFi,,,25000000,1
,bitzero,Infrastructure,,,25000000,1
,streamex,Finance,,,25000000,1
,tesseract-ico,,,,25000000,1
,cocreate-ico,,,,25000000,1
RCADE,revolving-games,Gaming,,,25200000,1
KNC,kyber-network-crystal,DeFi,,,25330058,2
ESS,essentia,,,,25500000,1
FUN,funfair,Gaming,,,26000000,1
,hashdex-ico,,,,26000000,1
CRO,cronos,CEX,,,26196203,1
LBA,libra-credit,,,,26400000,1
,inversion-capital,Infrastructure,,,26500000,1
ZETA,zetachain,Blockchain,,,27000000,1
AVAIL,avail,Blockchain,,,27000000,2
EVMOS,evmos,Cosmos Ecosystem,,,27000000,1
,onedegree,Insurance,,,27000000,1
,fnality-international,Finance,,,27000000,4
,oasis-pro-markets,Finance,,,27000000,1
PDT,paragonsdao,DAO,,,27072500,1
RFR,refereum,Media,,,27400000,1
,sol-strategies,Finance,,,27500000,1
BOUNTY,sentinel-protocol,,,,27700000,1
,turing-capital,Finance,,,27800000,1
2Z,double-zero-crypto-coin,Infrastructure,,,28000000,1
STABLE,stable-2,Blockchain,,,28000000,1
CKB,nervos-network,Blockchain,,,28000000,3
ALEO,aleo,Zero Knowledge,,,28000000,3
,espresso-systems,Infrastructure,,,28000000,2
,arbelos-markets,Finance,,,28000000,1
,amber-group-ico,,,,28000000,3
,the-open-platform-top,Blockchain Service,,,28500000,1
LINK,chainlink,Oracle,,,29000000,2
PORTAL,portal-gaming,Gaming,,,29000000,1
,real-finance,Blockchain,,,29000000,1
,finary,Finance,,,29370000,1
,solix-depin,DePIN,,,29500000,1
KEY,selfkey,Web 3.0,,,29700000,1
IO,io-net,Artificial Intelligence (AI),,,30000000,1
IQ,everipedia,Artificial Intelligence (AI),,,30000000,1
FAI,freysa-ai,AI Agents,,,30000000,1
HI,hi-dollar,Finance,,,30000000,1
HOT,hydro-protocol,,,,30000000,1
CPC,cpchain,,,,30000000,1
ELEC,electrify-asia,Energy,,,30000000,1
BNK,bankera,Finance,,,30000000,2
,cosmic-wire,Blockchain Service,,,30000000,1
,blockchain-com,CEX,,,30000000,4
,gfo-x,CEX,,,30000000,1
,flowdesk,Finance,,,30000000,3
,farcaster,Social,,,30000000,2
,wspn,Finance,,,30000000,1
,glow-2,Blockchain Service,,,30000000,1
,hashkey-group,Finance,,,30000000,2
,billions-network,Blockchain Service,,,30000000,1
,ceramic-ico,,,,30000000,1
,distinct-possibility-studios,Gaming,,,30500000,1
DATA,streamr,Blockchain Service,,,30700000,1
,niural,Blockchain Service,,,31000000,1
QSP,quantstamp,,,,31320000,1
IMAGE,imagen-ai,Artificial Intelligence (AI),,,32000000,1
,bee-maps,Blockchain Service,,,32000000,1
,planetarium-labs-ico,,,,32000000,1
,champions-ascension-ico,,,,32000000,1
0G,0g,Infrastructure,,,32239132,4
,ftx-eu,CEX,,,32700000,1
,one-trading,CEX,,,33000000,1
,proof-of-play,Gaming,,,33000000,1
,blockaid,Blockchain Service,,,33000000,2
,yellow-card,Finance,,,33000000,1
,yupp,Blockchain Service,,,33000000,1
RDN,raiden-network,Infrastructure,,,33400000,1
REQ,request-network,Blockchain Service,,,33600000,1
DAG,constellation-labs,Blockchain,,,33700000,1
CTXC,cortex,IOT,,,34870000,1
DENT,dent,Cryptocurrency,,,35000000,1
GRP,grape-3,DeFi,,,35000000,1
TEA,teafi-token,BNB Chain Ecosystem,,,35000000,1
,parallel,Gaming,,,35000000,2
,paradigm,Finance,,,35000000,1
,future-2,Finance,,,35000000,1
,fractal-ico,Gaming,,,35000000,1
MHC,metahash,,,,35972000,1
WAN,wanchain,Protocol,,,35990000,1
,zodia-custody,Finance,,,36000000,1
,mystenlabs-ico,,,,36000000,1
,nano-labs,Finance,,,36250000,1
,obex-2,Finance,,,37000000,1
PAIN,pain,Meme,,,38000000,1
,candy-digital-ico,,,,38400000,2
ETN,electroneum,Cryptocurrency,,,39930000,1
AKI,aki-protocol,Blockchain Service,,,40000000,1
IRIS,iris-network,DePIN,,,40000000,1
NCASH,nucleus-vision,,,,40000000,1
ccpgames,ccp-games,Gaming,,,40000000,1
,sygnum,Finance,,,40000000,3
,bvnk,Finance,,,40000000,2
,etherealize,Social,,,40000000,1
,redotpay,Blockchain Service,,,40000000,2
,tabit-insurance,Insurance,,,40000000,1
,deribit,CEX,,,40000000,1
,openrouter,Blockchain Service,,,40000000,1
,eve-online-ico,,,,40000000,1
,babel-finance-ico,,,,40000000,1
VITE,vite,DEX,,,40430000,1
,seed-ico,,,,41000000,1
BERA,berachain,Blockchain,,,42000000,3
DDD,scry-info,,,,42290000,1
DOT,polkadot,Blockchain,,,42760000,4
KSM,kusama,Blockchain,,,42760000,4
ROSE,oasis-network,Blockchain,,,45000000,1
LRC,loopring,DeFi,,,45000000,1
USDX,usdx-money-usdx,BNB Chain Ecosystem,,,45000000,1
BOBA,boba-network,Layer-2,,,45000000,2
WOZX,wozx,,,,45000000,1
,eth-strategy,DeFi,,,46500000,1
KAR,karak-network,Layer-2,,,48000000,1
,prenetics,Healthcare,,,48000000,1
EOS,eos,Blockchain,,,49000000,2
XDC,xdce-crowd-sale,Finance,,,50000000,1
NRG,energi,Nodes,,,50000000,1
OCN,odyssey,,,,50000000,1
,hidden-road,,,,50000000,1
,voox,CEX,,,50000000,1
,cipher-mining,Blockchain Service,,,50000000,1
WUNDER,wunder-social,Social,,,50000000,1
,goodfire,Artificial Intelligence (AI),,,50000000,1
,upexi,Finance,,,50000000,3
,eyenovia,Healthcare,,,50000000,1
,thumzup-media-corporation,Social,,,50000000,1
,gemini-2,CEX,,,50000000,1
,better-payment-network,Finance,,,50000000,1
,nakamoto,Finance,,,51500000,1
SHDW,genesysgo-shadow,Infrastructure,,,52029280,1
NEXO,nexo,Finance,,,52500000,1
,motherduck,Big Data,,,52500000,1
DOOD,doodles,NFT,,,54000000,1
,futureverse,Metaverse,,,54000000,1
,core-scientific,Infrastructure,,,54000000,1
PROVE,succinct,Infrastructure,,,55000000,1
,zama,Infrastructure,,,57000000,2
MT,mint-club,,,,57596724,1
,bridge-2,Infrastructure,,,58000000,1
POLY,polymath,Finance,,,58719888,1
,cypherpunk,Finance,,,58900000,1
MULTI,multichain,Web 3.0,,,60000000,1
,flashbots,Blockchain Service,,,60000000,1
,figure-markets,Finance,,,60000000,1
,scalable-capital,Finance,,,64800000,2
CHZ,chiliz,Blockchain,,,65000000,1
,ambrus-studio-ico,,,,65000000,1
,infinex-app-crypto,DEX,,,65290000,1
,lighter,Perpetual,,,68000000,1
JPEG,jpeg-d,Governance,,,69000000,1
,the-block,Social,,,70000000,1
,flowcarbon-ico,,,,70000000,1
MNGO,mango-markets,DeFi,,,70462384,1
,auradine,Blockchain Service,,,80000000,3
GT,gatechain-token,CEX,,,83000000,1
SENT,sentient,Blockchain Service,,,85000000,1
,moonpay,Finance,,,87000000,2
,bc-technology-group,Finance,,,90900000,1
,block-mining,Infrastructure,,,92500000,1
,twl-miner,Blockchain Service,,,95000000,1
GALA,gala,BNB Chain Ecosystem,,,100000000,1
NXPC,nexpace,Blockchain,,,100000000,1
SAFE,safe,Wallet,,,100000000,1
RBT,rubix,Blockchain,,,100000000,1
STLS,stelsi,Metaverse,,,100000000,1
,tenstorrent,Artificial Intelligence (AI),,,100000000,1
,anthropic,Artificial Intelligence (AI),,,100000000,1
,maplestory-universe,Gaming,,,100000000,1
,twenty-one,Finance,,,100000000,1
,tron-inc,Finance,,,100000000,2
,the-small-exchange,Finance,,,100000000,1
,republic-technologies,Finance,,,100000000,1
,satang,CEX,,,103000000,1
SNT,status,Media,,,105000000,1
AURY,aurory,Gaming,,,108845573,1
,greenlane-holdings,Finance,,,110000000,1
,qcex,CEX,,,112000000,1
,ddc,Finance,,,124000000,1
,dao5,DAO,,,125000000,2
BAC,basis-cash,Algorithmic Stablecoins,,,133000000,1
WAL,walrus-protocol,Storage,,,140000000,1
,line-next,NFT,,,140000000,1
,zenmev,DeFi,,,140000000,1
APT,aptos,Blockchain,,,150000000,2
H2ON,h2o-securities,BNB Chain Ecosystem,,,150000000,1
,character-ai,Artificial Intelligence (AI),,,150000000,1
,bitdeer,Blockchain Service,,,150000000,2
,hut-8-mining,Blockchain Service,,,150000000,2
,griid,Infrastructure,,,150000000,1
,bit-digital,Finance,,,150000000,1
BNT,bancor,DEX,,,152300000,1
,helio-2,Finance,,,175000000,1
,kalshi,Predictions,,,185000000,1
,forte,Blockchain Service,,,185000000,1
DESO,bitclout,Blockchain,,,200000000,1
PLANCK,planck-network,Modular Blockchain,,,200000000,1
,fg-nexus,Finance,,,200000000,1
,rail,Finance,,,200000000,1
FT,flying-tulip,DEX,,,200000000,1
,limit-break-ico,,,,200000000,1
,napster,Music,,,207000000,1
W,wormhole,Blockchain Service,,,225000000,1
BIT,bitdao,DAO,,,230000000,1
,bitmine,Blockchain Service,,,250000000,1
,ht-digital,Blockchain Service,,,262000000,1
